date_time_(UTC),channel,duration,https://archive.org/details/,text
10/17/2020 0:20,MSNBCW,5,MSNBCW_20201017_000000_All_In_With_Chris_Hayes/start/1200,ALLSTATE.COM 1-8OO-ALLSTATE LOCAL AGE. . Check ava\ufb02abwhly amusxate mm
10/17/2020 0:21,FOXNEWSW,3,FOXNEWSW_20201017_000000_Tucker_Carlson_Tonight/start/1260,PRESCRIPTION STRENGTH. WITHOUTA PRESCRIPTION'
10/17/2020 0:22,BBCNEWS,4,BBCNEWS_20201017_000000_BBC_News/start/1320,Disney racism warning. The company \ufb01rsi added racism warning last November
10/17/2020 0:23,CNNW,10,CNNW_20201017_000000_Anderson_Cooper_360/start/1380,"TRUMP: \""I KNOW NOTHING ABOUT QANON\"". . Kevin Roose New York Times Technology Columnist\nTRUMP: \""I KNOW NOTHING ABOUT QANON\"
10/17/2020 0:23,MSNBCW,6,MSNBCW_20201017_000000_All_In_With_Chris_Hayes/start/1380,I THE BORING REALITY SHOW OF TRUMPISM '
10/17/2020 0:24,BBCNEWS,11,BBCNEWS_20201017_000000_BBC_News/start/1440,EB. NEWS
10/17/2020 0:24,CNNW,7,CNNW_20201017_000000_Anderson_Cooper_360/start/1440,"TRUMP: \""I KNOW NOTHING ABOUT QANON\"
10/17/2020 0:26,MSNBCW,5,MSNBCW_20201017_000000_All_In_With_Chris_Hayes/start/1560,"I THE ATLANTIC: \""TRUMP IS BORING\"" '"
10/17/2020 0:27,MSNBCW,8,MSNBCW_20201017_000000_All_In_With_Chris_Hayes/start/1620,I THE BORING REALITY SHOW OF TRUMP '
10/17/2020 0:28,FOXNEWSW,12,FOXNEWSW_20201017_000000_Tucker_Carlson_Tonight/start/1680,"HUNTER BIDEN' S ASSOCIATE: \""WE GOT HIM HIS. MEETING AT THE WH MONDAY FOR THE CHINESE FOLKS\"
10/17/2020 0:31,CNNW,9,CNNW_20201017_000000_Anderson_Cooper_360/start/1860,Face the Nation | ox
10/17/2020 0:33,CNNW,11,CNNW_20201017_000000_Anderson_Cooper_360/start/1980,"U.S. REACHES 8 MILLION COVID-19 CASES, AS THE. PACE OF NEW INFECTIONS SIGNALS A TOUGH WINTER"
10/17/2020 0:34,MSNBCW,12,MSNBCW_20201017_000000_All_In_With_Chris_Hayes/start/2040,I TRUMP BRAGS ABOUT KILLING OF PORTLAND SHOOTING SUSPECT I
10/17/2020 0:37,FOXNEWSW,9,FOXNEWSW_20201017_000000_Tucker_Carlson_Tonight/start/2220,"I A ' o c ' : \""o - V. PRO-LIFE ACTIVIST, WHO USED TO BE ENGAGED TO. STEVEN TYLER. HAD A HORRIFIC ABORTION EXPERIENCE"
10/17/2020 0:37,MSNBCW,11,MSNBCW_20201017_000000_All_In_With_Chris_Hayes/start/2220,I NYT: HOW A U.S. TASK FORCE KILLED AN ANTIFA ACTIVIST '
10/17/2020 0:39,FOXNEWSW,7,FOXNEWSW_20201017_000000_Tucker_Carlson_Tonight/start/2340,I ~ ' o c ' : - ' o - V. PRO-LIFE ACTIVIST: I'M SPEAKING FROM PERSONAL. EXPERIENCE THAT ABORTION DOES DAMAGE TO WOMEN
10/17/2020 0:40,CNNW,11,CNNW_20201017_000000_Anderson_Cooper_360/start/2400,"Dr. Chris Murray I Director, Institute for Health Metrics and Evaluation, Univ. of Washington"
10/17/2020 0:40,FOXNEWSW,8,FOXNEWSW_20201017_000000_Tucker_Carlson_Tonight/start/2400,I A ' o c ' '. - ' o - V. PRO-LIFE ACTIVIST: PEOPLE NEED TO STOP. A'ITACKING JUDGE BARRETT FOR BEING PRO-LIFE
10/17/2020 0:41,CNNW,5,CNNW_20201017_000000_Anderson_Cooper_360/start/2460,"U.S. REACHES 8 MILLION COVID-19 CASES, AS THE. PACE OF NEW INFECTIONS SIGNALS A TOUGH WINTER"
10/17/2020 0:42,CNNW,8,CNNW_20201017_000000_Anderson_Cooper_360/start/2520,"Dr. Chris Murray I Director, Institute for Health Metrics and Evaluation, Univ. of Washington"
10/17/2020 0:42,FOXNEWSW,5,FOXNEWSW_20201017_000000_Tucker_Carlson_Tonight/start/2520,"FEDERAL PROSECUTOR: \""VAST MAJORITY\"" OF. FENTANYL COMES FROM LABS IN CHINA"
10/17/2020 0:43,FOXNEWSW,3,FOXNEWSW_20201017_000000_Tucker_Carlson_Tonight/start/2580,GORDON CHANG. CHINA WANTS ITS GANGS. TO SELL FENTANIYL TO WEAKEN AMERICA. . win. n n 1- 'n. mu ylu tonight .'iF| \u201drm.\u201d
10/17/2020 0:45,CNNW,3,CNNW_20201017_000000_Anderson_Cooper_360/start/2700,"'\"" l I'ET"
10/17/2020 0:46,CNNW,6,CNNW_20201017_000000_Anderson_Cooper_360/start/2760,Connie E. Ballmer and af\ufb01liated entities. Steven A. Ballmer and af\ufb01liated entitles
10/17/2020 0:46,MSNBCW,6,MSNBCW_20201017_000000_All_In_With_Chris_Hayes/start/2760,I SEN. JONI ERNST TRIES TO DUCK AGRICULTURE QUESTION IN DEBATE i
10/17/2020 0:47,CNNW,9,CNNW_20201017_000000_Anderson_Cooper_360/start/2820,HUNDREDS OF THOUSANDS MORE. WATCH BIDEN TOWNHALL THAN TRUMP'S
10/17/2020 0:49,CNNW,6,CNNW_20201017_000000_Anderson_Cooper_360/start/2940,"David Gergen I Former Presidential Adviserto Nixon, Ford, Reagan & Clinton"
10/17/2020 0:49,FOXNEWSW,25,FOXNEWSW_20201017_000000_Tucker_Carlson_Tonight/start/2940,.'vvv .-... . GOVERNOR CUOIVIO RELEASES BOOK WHICH. CONGRATULATES HIS HANDLING OF THE PANDEMIC
10/17/2020 0:50,CNNW,12,CNNW_20201017_000000_Anderson_Cooper_360/start/3000,HUNDREDS OF THOUSANDS MORE. WATCH BIDEN TOWNHALL THAN TRUMP'S
10/17/2020 0:53,CNNW,13,CNNW_20201017_000000_Anderson_Cooper_360/start/3180,David Gergen I CM Senior Political Analyst
10/17/2020 0:53,MSNBCW,13,MSNBCW_20201017_000000_All_In_With_Chris_Hayes/start/3180,I LEAKED AUDIO OF SEN. BEN SASSE SHOWS GOP FRUSTRATION WITH TRUMP '
10/17/2020 0:54,CNNW,8,CNNW_20201017_000000_Anderson_Cooper_360/start/3240,PRES. TRUMP CONTINUES TO HOLD. POTENTIAL VIRUS SUPERSPREADER EVENTS
10/17/2020 0:55,MSNBCW,12,MSNBCW_20201017_000000_All_In_With_Chris_Hayes/start/3300,I REPUBLICANS BEGIN TO ENVISION POST-TRUMP LIFE AS ELECTION NEARS '
10/17/2020 0:56,CNNW,3,CNNW_20201017_000000_Anderson_Cooper_360/start/3360,"Available by prescription only.. . @2O18 ALLERGAN ALL RIGHTS RESERVED, ALL TRADEMARKS ARE THE PROPERTY OF THEiR RESPECTIVE OWNERS, JUV1157"
10/17/2020 0:58,FOXNEWSW,11,FOXNEWSW_20201017_000000_Tucker_Carlson_Tonight/start/3480,BIN LADEN' 'S-NIECE: BEING PRO- TRUMP IS MORE. PROBLEMATIC THAN CARRYING MY UNCLE' S NAME
10/17/2020 1:00,FOXNEWSW,4,FOXNEWSW_20201017_000000_Tucker_Carlson_Tonight/start/3600,BIN LADEN' S NIECE: A JOE BIDEN & I(AMAI.A HARRIS. ' ADMINISTRATION WOULD BRING AMERICA TO ITS KNEES
10/17/2020 1:01,CNNW,8,CNNW_20201017_010000_Cuomo_Prime_Time/start/60,BIDEN &TRUMP MAKE THEIR CASE ON CORONAVIRUS RESPONSE
10/17/2020 1:01,MSNBCW,12,MSNBCW_20201017_010000_The_Rachel_Maddow_Show/start/60,NEW DOCUMENTARY GOES BEHIND THE SCENES WITH. OBAMA WHITE HOUSE PHOTOGRAPHER PETE SOUZA
10/17/2020 1:02,CNNW,13,CNNW_20201017_010000_Cuomo_Prime_Time/start/120,"U.S. TOPS 8,OOO,OOO CORONAVIRUS CASES"
10/17/2020 1:02,FOXNEWSW,6,FOXNEWSW_20201017_010000_Hannity/start/120,BREAKING
10/17/2020 1:03,MSNBCW,3,MSNBCW_20201017_010000_The_Rachel_Maddow_Show/start/180,NIXON AND JFK PARTICIPATED IN THE FIRST. TELEVISED PRESIDENTIAL DEBATE IN 196O
10/17/2020 1:04,CNNW,11,CNNW_20201017_010000_Cuomo_Prime_Time/start/240,TRUMP HOLDS CAMPAIGN RALLY WITH MOSTLY-MASKLESS CROWD. ONE DAY AFTER NEW CASES REACH HIGHEST POINT SINCE AUGUST
10/17/2020 1:05,BBCNEWS,6,BBCNEWS_20201017_010000_BBC_News/start/300,Missile strike in Azerbaijan. More than 2O buildings reportedly destroyed
10/17/2020 1:05,CNNW,5,CNNW_20201017_010000_Cuomo_Prime_Time/start/300,DR. FAUCI: NOT TOO LATE TO AVOID A NATIONAL SHUTDOWN
10/17/2020 1:06,MSNBCW,11,MSNBCW_20201017_010000_The_Rachel_Maddow_Show/start/360,NIXON AND HUMPHREY COMPETED IN DUELING. TELETHONS INSTEAD OF A DEBATE IN 1968
10/17/2020 1:07,CNNW,11,CNNW_20201017_010000_Cuomo_Prime_Time/start/420,WH USES PHOTO FROM LIKELY SUPERSPREADER. EVENT TO PROMOTE REOPENING OF GARDEN TOURS
10/17/2020 1:08,CNNW,6,CNNW_20201017_010000_Cuomo_Prime_Time/start/480,"BIDEN TOWN HALL AUDIENCE TOPS TRUMP'S BY 1,OOO,OOO VIEWERS"
10/17/2020 1:08,FOXNEWSW,5,FOXNEWSW_20201017_010000_Hannity/start/480,Y. ';. . PERRINE AND SPICE!
10/17/2020 1:09,BBCNEWS,3,BBCNEWS_20201017_010000_BBC_News/start/540,French Medical Institute for Mothers and Children
10/17/2020 1:09,CNNW,5,CNNW_20201017_010000_Cuomo_Prime_Time/start/540,"TRUMP BASELESSLY CLAIMS U.S. IS \""ROUNDING THE TURN\"
10/17/2020 1:09,FOXNEWSW,7,FOXNEWSW_20201017_010000_Hannity/start/540,/ SEN MARTHA MCSAllV
10/17/2020 1:09,MSNBCW,8,MSNBCW_20201017_010000_The_Rachel_Maddow_Show/start/540,BIDEN AND TRUMP PARTICIPATE IN DUELING TOWN HALLS
10/17/2020 1:10,BBCNEWS,11,BBCNEWS_20201017_010000_BBC_News/start/600,New Zealand goes to the polls. PM Ardem hoping to win second term
10/17/2020 1:11,BBCNEWS,8,BBCNEWS_20201017_010000_BBC_News/start/660,Fukushima aftermath. Contaminated water reportedly to be released into sea\nChile protests. . Anti-government demonstrations began a year ago
10/17/2020 1:11,CNNW,10,CNNW_20201017_010000_Cuomo_Prime_Time/start/660,COVlD-19 INFECTIONS AND HOSPITALIZATIONS SURGE |N U.S.
10/17/2020 1:13,CNNW,7,CNNW_20201017_010000_Cuomo_Prime_Time/start/780,COVID-19 INFECTIONS AND HOSPITALIZATIONS SURGE IN U.S.. . Van Jones Former Obama Administration Official
10/17/2020 1:14,CNNW,11,CNNW_20201017_010000_Cuomo_Prime_Time/start/840,COVlD-19 INFECTIONS AND HOSPITALIZATIONS SURGE |N U.S.
10/17/2020 1:15,CNNW,6,CNNW_20201017_010000_Cuomo_Prime_Time/start/900,GOP SEN DAVID PERDUE PURPOSELY. MISPRONOUNCES SEN KAMALA HARRIS' NAME
10/17/2020 1:16,BBCNEWS,13,BBCNEWS_20201017_010000_BBC_News/start/960,EEI NEWS
10/17/2020 1:17,FOXNEWSW,4,FOXNEWSW_20201017_010000_Hannity/start/1020,SEN MARTHA MCSAllY. COMING [ID. . . . HAMMITV
10/17/2020 1:18,FOXNEWSW,9,FOXNEWSW_20201017_010000_Hannity/start/1080,' TRUMP REPEATEDLY CONDEMNS WHITE SUPREMACY '@\u2019 1 '\u201c
10/17/2020 1:20,BBCNEWS,3,BBCNEWS_20201017_010000_BBC_News/start/1200,Dumbo/Wan stneyPmdunmm/SamAvmumng/NmmanFerguson/WhedJazkson
10/17/2020 1:21,BBCNEWS,3,BBCNEWS_20201017_010000_BBC_News/start/1260,Disney racism warning. The company \ufb01rsi added racism warning lasi November
10/17/2020 1:21,CNNW,13,CNNW_20201017_010000_Cuomo_Prime_Time/start/1260,TRUMP AMPLIFIES THREATS FROM RUSSIA & CONSPIRACY THEORIES
10/17/2020 1:21,FOXNEWSW,8,FOXNEWSW_20201017_010000_Hannity/start/1260,"JOE BIDEN DOUBLES DOWN ON @. LIES ABOUT PRESIDENT TRUMP ' ,7"
10/17/2020 1:21,MSNBCW,13,MSNBCW_20201017_010000_The_Rachel_Maddow_Show/start/1260,SEN. JONI ERNST FACES CRITICISM AFI'ER DEBATE. FLUB OVER THE PRICE OF SOYBEANS IN IOWA
10/17/2020 1:22,BBCNEWS,10,BBCNEWS_20201017_010000_BBC_News/start/1320,Disney racism warning. Disney\u00a2 strengthens content advisory notice for racism
10/17/2020 1:23,BBCNEWS,6,BBCNEWS_20201017_010000_BBC_News/start/1380,Disney racism warning. The company \ufb01rst added racism warning last November
10/17/2020 1:23,CNNW,7,CNNW_20201017_010000_Cuomo_Prime_Time/start/1380,TRUMP AMPLIFlES THREATS FROM RUSSIA & CONSPIRACY THEORIES. . Miles Taylor Fmr SrTrump Admin Official; endorsed Biden for President\nTRUMP AMPLIFIES THREATS FROM RUSSIA & CONSPIRACY THEORIES. . Miles Taylor CJ\\N Contributor
10/17/2020 1:24,CNNW,10,CNNW_20201017_010000_Cuomo_Prime_Time/start/1440,TRUMP AMPLIFIES THREATS FROM RUSSIA & CONSPIRACY THEORIES
10/17/2020 1:25,BBCNEWS,7,BBCNEWS_20201017_010000_BBC_News/start/1500,E\ufb02l NEWS
10/17/2020 1:27,FOXNEWSW,4,FOXNEWSW_20201017_010000_Hannity/start/1620,RICK LEVENTHAL. . rm NEWS HO
10/17/2020 1:28,FOXNEWSW,5,FOXNEWSW_20201017_010000_Hannity/start/1680,AMERICA'S .
10/17/2020 1:33,MSNBCW,7,MSNBCW_20201017_010000_The_Rachel_Maddow_Show/start/1980,SEN. PERDUE MOCKS PRONUNCIATION OF KAMALA HARRIS'S NAME
10/17/2020 1:35,CNNW,10,CNNW_20201017_010000_Cuomo_Prime_Time/start/2100,TRUMP MAKES PLEA TO SUBURBAN WOMEN AMID WANING SUPPORT
10/17/2020 1:38,CNNW,9,CNNW_20201017_010000_Cuomo_Prime_Time/start/2280,TX JUDGE STRIKES DOWN GOV'S ORDER LIMITING BALLOT DROP BOXES
10/17/2020 1:40,CNNW,7,CNNW_20201017_010000_Cuomo_Prime_Time/start/2400,"TX JUDGE STRIKES DOWN GOV'S ORDER LIMITING BALLOT DROP BOXES. . Judge Lina Hidalqo Harris County, Texas"
10/17/2020 1:41,BBCNEWS,10,BBCNEWS_20201017_013000_The_Week_in_Parliament/start/660,"SNP, H\u00e9a-l'h Spokesperson. -_\u2014"
10/17/2020 1:41,CNNW,9,CNNW_20201017_010000_Cuomo_Prime_Time/start/2460,TX JUDGE STRIKES DOWN GOV'S ORDER LIMITING BALLOT DROP BOXES
10/17/2020 1:41,FOXNEWSW,5,FOXNEWSW_20201017_010000_Hannity/start/2460,PETER SCHWEIZER OBTAINS NEW EMAILS. SURROUNDING LOOMING HUNTER BIDEN SCANDAL. I
10/17/2020 1:42,CNNW,6,CNNW_20201017_010000_Cuomo_Prime_Time/start/2520,NEXT: ONE-ON-ON WITH ICE CUBE
10/17/2020 1:44,BBCNEWS,11,BBCNEWS_20201017_013000_The_Week_in_Parliament/start/840,EH. NEWS
10/17/2020 1:44,FOXNEWSW,3,FOXNEWSW_20201017_010000_Hannity/start/2640,PETER SCHWEIZER OBTAINS NEW EMAILS @ E.. SURROUNDING lOOMING HUNTER BIDEN SCANDAL 7 7- x. I 7\
10/17/2020 1:44,MSNBCW,7,MSNBCW_20201017_010000_The_Rachel_Maddow_Show/start/2640,PANDEMIC INFECTION RATE AT LEVEL NOT SEEN SINCE JULY
10/17/2020 1:45,MSNBCW,10,MSNBCW_20201017_010000_The_Rachel_Maddow_Show/start/2700,U.S. DAILY COVID NFECT ION RATE BACK ABOVE 6OK PER DAY
10/17/2020 1:46,MSNBCW,5,MSNBCW_20201017_010000_The_Rachel_Maddow_Show/start/2760,"U.S. REACHES 8M+ VIRUS CASES, NEARLY 22O,OOO DEATHS"
10/17/2020 1:47,CNNW,9,CNNW_20201017_010000_Cuomo_Prime_Time/start/2820,GOP SEN DAVID PERDUE PURPOSELY. MISPRONOUNCES SEN KAMALA HARRIS' NAME\nONE-ON-ONE WITH ICE CUBE
10/17/2020 1:48,CNNW,6,CNNW_20201017_010000_Cuomo_Prime_Time/start/2880,"TRUMP: BLACK LIVES MA'ITER A \""TERRIBLE TERM\"
10/17/2020 1:48,MSNBCW,9,MSNBCW_20201017_010000_The_Rachel_Maddow_Show/start/2880,PANDEMIC INFECTION RATE AT LEVEL NOT SEEN SINCE JULY
10/17/2020 1:49,CNNW,8,CNNW_20201017_010000_Cuomo_Prime_Time/start/2940,"ONE-ON-ONE WITH ICE CUBE\nTRUMP: BLACK LIVES MA'ITER A \""TERRIBLE TERM\"
10/17/2020 1:51,CNNW,13,CNNW_20201017_010000_Cuomo_Prime_Time/start/3060,ONE-ON-ONE WITH ICE CUBE
10/17/2020 1:51,FOXNEWSW,9,FOXNEWSW_20201017_010000_Hannity/start/3060,"TRUMP TOWN HALL ATTENDEE. GOES VIRAL OVER HEAD NODS. \"" ' m ' v '"
10/17/2020 1:53,FOXNEWSW,7,FOXNEWSW_20201017_010000_Hannity/start/3180,DUELING TOWN HALLS EXPOSE MEDIA DOUBLE STANDARDS. . [ill
10/17/2020 1:55,BBCNEWS,5,BBCNEWS_20201017_013000_The_Week_in_Parliament/start/1500,"Digital, Culture, Media & Span Secretary. . i\u2014_____"
10/17/2020 1:56,BBCNEWS,7,BBCNEWS_20201017_013000_The_Week_in_Parliament/start/1560,BE. NEWS
10/17/2020 1:59,CNNW,4,CNNW_20201017_010000_Cuomo_Prime_Time/start/3540,.. . F ll] F\ufb02H HY [MUM [HHWAHI] HSAAEIIH
10/17/2020 2:04,BBCNEWS,6,BBCNEWS_20201017_020000_BBC_News/start/240,Paris knife attack. French police say they have shot and killed a suspect\nParis knife attack. Victim was decapitated & another person is injured
10/17/2020 2:04,MSNBCW,3,MSNBCW_20201017_020000_The_Way_I_See_It/start/240,White H
10/17/2020 2:06,BBCNEWS,7,BBCNEWS_20201017_020000_BBC_News/start/360,Missile strike in Azerbaijan. At least six people dead after the city of Ganja is shelled\nMissile strike in Azerbaijan. Civilians trapped after residential buildings collapsed
10/17/2020 2:07,BBCNEWS,4,BBCNEWS_20201017_020000_BBC_News/start/420,"Editor, BBC Azeri Service"
10/17/2020 2:08,BBCNEWS,11,BBCNEWS_20201017_020000_BBC_News/start/480,Chile protests. . Anti-government demonstrations began a year ago
10/17/2020 2:10,CNNW,10,CNNW_20201017_020000_CNN_Tonight_with_Don_Lemon/start/600,JOE BIDEN MAKES AN IMPASSIONED PLEA FOR. THE KIND OF HEALTH CARE HIS SON BEAU HAD
10/17/2020 2:11,CNNW,14,CNNW_20201017_020000_CNN_Tonight_with_Don_Lemon/start/660,TRUMP ACCIDENTALLY MAKES BIDEN CAMPAIGN'S POINT ON SOCIAL DISTANCING
10/17/2020 2:12,BBCNEWS,7,BBCNEWS_20201017_020000_BBC_News/start/720,EEI NEWS
10/17/2020 2:13,CNNW,6,CNNW_20201017_020000_CNN_Tonight_with_Don_Lemon/start/780,CHRIS CHRISTIE: IT WAS A MISTAKE TO TRUST WHITE HOUSE TESTING
10/17/2020 2:13,FOXNEWSW,9,FOXNEWSW_20201017_020000_The_Ingraham_Angle/start/780,NEW HUNTER BIDEN EMAIL. REVELATIONS IMPLICATE FATHER
10/17/2020 2:14,CNNW,9,CNNW_20201017_020000_CNN_Tonight_with_Don_Lemon/start/840,SEN. DAVID PERDUE WILLFULLY MISPRONOUNCES SEN. KAMALA HARRIS' NAME
10/17/2020 2:16,CNNW,7,CNNW_20201017_020000_CNN_Tonight_with_Don_Lemon/start/960,"TRUMP'S CAMPAIGN IS ALWAYS TRYING TO MAKE BLACK PEOPLE. SEEM FOREIGN, UN-AMERICAN, LIKE HIS A'I'I'ACK ON REP. ILHAN OMAR"
10/17/2020 2:17,CNNW,11,CNNW_20201017_020000_CNN_Tonight_with_Don_Lemon/start/1020,WHITE HOUSE PROMOTES FALL GARDEN TOURS USING PICTURE OF SUPERSPREADER EVENT
10/17/2020 2:18,FOXNEWSW,9,FOXNEWSW_20201017_020000_The_Ingraham_Angle/start/1080,"LIBERAL MEDIA USING HUNTER BIDEN BOMBSHELL. . TO RENEW ITS FAVORITE RUSSIA NARRATIVE. ' ;, t T H"
10/17/2020 2:19,FOXNEWSW,4,FOXNEWSW_20201017_020000_The_Ingraham_Angle/start/1140,ma wcm w m ! m m n rm . W mam 11mm\u2014. NEW HUNTER BIDEN EMAIL. REVELATIONS IMPLICATE FATHER
10/17/2020 2:20,BBCNEWS,6,BBCNEWS_20201017_020000_BBC_News/start/1200,Disney racism warning. The company \ufb01rst added racism warning last November
10/17/2020 2:21,BBCNEWS,6,BBCNEWS_20201017_020000_BBC_News/start/1260,Disney racism warning. Disneyt strengthens content advisory notice for racism
10/17/2020 2:22,CNNW,4,CNNW_20201017_020000_CNN_Tonight_with_Don_Lemon/start/1320,BA'I'I'LE FOR KEY STATES: TRUMP CAMPAIGNS IN FLORIDA. AND GEORGIA; BIDEN HITS CAMPAIGN TRAIL IN MICHIGAN
10/17/2020 2:23,CNNW,7,CNNW_20201017_020000_CNN_Tonight_with_Don_Lemon/start/1380,TRUMP ADMITS BIDEN'S SOCIAL DISTANCING CIRCLES. WORK: 'IT WOULD BE IMPOSSIBLE TO CATCH ANYTHING'
10/17/2020 2:23,FOXNEWSW,9,FOXNEWSW_20201017_020000_The_Ingraham_Angle/start/1380,2eliefFactor.com
10/17/2020 2:24,BBCNEWS,10,BBCNEWS_20201017_020000_BBC_News/start/1440,EEII NEWS
10/17/2020 2:24,CNNW,6,CNNW_20201017_020000_CNN_Tonight_with_Don_Lemon/start/1440,PENNSYLVANIA A KEY STATE |N BATI'LE FOR THE WHITE HOUSE. . Andrew Yang OW Political Commentator
